uniqsubs,actvsubs,new_cell,crclscod,asl_flag,totcalls,totmou,totrev,adjrev,adjmou,adjqty,avgrev,avgmou,avgqty,avg3mou,avg3qty,avg3rev,avg6mou,avg6qty,avg6rev,prizm_social_one,area,dualband,refurb_new,hnd_price,phones,models,hnd_webcap,truck,rv,ownrent,lor,dwlltype,marital,adults,infobase,income,numbcars,HHstatin,dwllsize,forgntvl,ethnic,kid0_2,kid3_5,kid6_10,kid11_15,kid16_17,creditcd,eqpdays,Customer_ID
3,3,U,AA,N,1050,1892,239.52,180.51,1834,1006,11.28,114.63,62.88,164,90,10,134,77,10,S,DALLAS AREA,N,R,9.989997864,2,1,WC,1,1,O,8,S,M,4,M,7,3,I,A,1,S,U,U,Y,Y,Y,Y,441,1045194
2,1,U,AA,N,364,1419,558.06,513.07,1374,345,30.18,80.82,20.29,117,26,30,96,22,30,T,ATLANTIC SOUTH AREA,Y,N,149.9899902,1,1,WCMB,1,0,O,0,S,M,3,M,9,1,H,A,0,S,Y,Y,U,U,U,Y,544,1045195
3,3,N,BA,N,10133,23241,3698.63,3204.03,21641,9492,246.46,1664.69,730.15,1781,779,229,1757,758,220,C,CENTRAL/SOUTH TEXAS AREA,Y,N,29.98999023,1,1,WC,1,0,O,9,S,M,6,M,1,1,,A,0,H,U,Y,U,U,Y,Y,436,1045196
1,1,U,CA,N,5607,17990,1646.92,1560.39,17921,5590,82.13,943.21,294.21,836,200,70,858,225,74,,MIDWEST AREA,Y,R,99.98999023,2,2,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,469,1045197
2,2,Y,AA,N,1194,3919,211.07,167.41,3904,1186,11.16,260.27,79.07,292,97,12,265,88,13,,MIDWEST AREA,Y,R,99.98999023,3,2,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,19,1045198
2,2,Y,AA,N,1129,4062,1075.12,1015.14,4045,1121,53.43,212.89,59.0,185,48,50,178,50,50,S,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,149.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,S,U,U,U,U,U,N,605,1045199
2,2,Y,AA,N,2427,7141,462.45,418.21,7069,2405,22.01,372.05,126.58,590,201,17,440,151,14,C,CHICAGO AREA,Y,N,149.9899902,1,1,WCMB,0,0,O,3,S,M,2,M,6,2,C,A,0,S,U,U,U,Y,U,Y,605,1045200
2,2,U,A,N,461,2722,186.87,135.64,2424,407,11.3,202.0,33.92,311,41,10,236,33,10,U,DALLAS AREA,Y,N,149.9899902,1,1,WCMB,1,0,O,1,S,A,3,M,2,1,C,A,0,U,U,U,U,U,U,Y,436,1045201
2,2,Y,AA,N,375,1592,191.64,151.65,1582,372,10.11,105.47,24.8,110,28,10,127,32,10,S,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,79.98999023,1,1,WCMB,1,1,O,0,M,M,2,M,8,1,B,B,0,U,U,Y,Y,U,U,Y,498,1045202
1,1,Y,DA,N,3826,5237,911.28,831.3,5232,3822,55.42,348.8,254.8,487,350,64,393,294,58,U,NEW YORK CITY AREA,Y,R,99.98999023,5,5,WCMB,0,0,,,,U,,,,,,,0,H,U,U,U,U,U,N,30,1045203
1,1,Y,BA,N,1293,2476,658.3,595.07,2476,1293,39.67,165.07,86.2,169,87,36,183,99,37,U,NEW YORK CITY AREA,Y,N,59.98999023,1,1,WCMB,1,1,,5,M,U,2,M,6,,C,L,0,G,U,U,U,U,U,N,498,1045204
1,1,N,CA,N,1646,4240,688.05,628.07,4240,1646,48.31,326.15,126.62,515,209,99,402,165,68,C,HOUSTON AREA,N,N,29.98999023,1,1,WC,1,0,O,0,S,A,5,M,6,2,C,A,0,N,U,U,U,U,U,Y,436,1045205
1,1,U,AA,N,639,2921,606.33,546.35,2902,635,32.14,170.71,37.35,224,53,35,192,49,35,S,SOUTHWEST AREA,Y,N,29.98999023,1,1,NA,0,0,O,14,S,M,5,M,2,1,B,A,0,J,U,U,U,U,U,Y,544,1045206
2,1,U,BA,N,6255,11347,1315.3,1207.06,11341,6250,80.47,756.07,416.67,908,521,69,729,408,60,C,HOUSTON AREA,N,N,29.98999023,1,1,WC,1,0,O,7,S,S,6,M,1,1,C,A,0,N,U,U,U,Y,U,Y,498,1045207
1,1,U,AA,N,1902,3809,813.03,753.05,3788,1895,50.2,252.53,126.33,322,229,62,215,165,48,S,MIDWEST AREA,Y,R,99.98999023,2,2,WCMB,0,0,O,12,S,S,4,M,9,2,C,A,0,G,U,U,U,Y,Y,Y,337,1045208
1,1,Y,CA,N,6923,18873,1980.9,1900.92,18866,6920,126.73,1257.73,461.33,1614,587,188,1366,499,144,U,CALIFORNIA NORTH AREA,Y,N,129.9899902,3,3,WCMB,0,0,,,,U,,,,,,,0,F,U,U,U,U,U,N,176,1045209
2,2,U,A,N,1203,8817,657.35,597.37,8805,1191,35.14,517.94,70.06,346,64,35,402,71,35,T,ATLANTIC SOUTH AREA,Y,R,129.9899902,2,2,WCMB,0,0,O,8,S,S,2,M,6,1,I,A,1,O,U,Y,U,U,U,Y,242,1045210
1,1,Y,AA,N,1769,3326,489.7,426.47,3308,1760,32.81,254.46,135.38,227,113,34,233,127,32,U,NEW YORK CITY AREA,Y,N,129.9899902,1,1,WCMB,0,0,R,0,M,S,1,M,5,,C,H,0,H,U,U,U,U,U,Y,436,1045211
1,1,U,AA,N,1205,4333,641.31,559.66,4329,1204,43.05,333.0,92.62,332,100,54,266,82,43,U,SOUTHWEST AREA,Y,N,149.9899902,2,2,WCMB,0,0,O,4,S,M,1,M,4,,C,A,0,U,U,U,U,U,U,N,75,1045212
2,2,U,AA,N,1999,4140,584.06,524.08,4079,1960,30.83,239.94,115.29,210,69,30,209,84,30,,ATLANTIC SOUTH AREA,Y,N,149.9899902,1,1,WCMB,0,0,O,13,S,M,6,M,5,,C,A,0,U,U,U,U,Y,U,Y,544,1045213
1,1,U,BA,N,1144,3804,737.48,677.5,3804,1144,35.66,200.21,60.21,338,103,48,344,101,47,U,LOS ANGELES AREA,Y,N,149.9899902,1,1,WCMB,0,0,,,,S,1,M,6,,C,,0,H,U,U,U,U,U,N,605,1045214
1,1,U,EA,N,4051,9090,803.73,723.75,9090,4051,55.67,699.23,311.62,880,382,51,807,350,51,S,HOUSTON AREA,N,N,29.98999023,1,1,WC,0,0,O,1,M,S,6,M,4,2,,B,0,B,U,U,U,U,U,Y,436,1045215
2,1,U,DA,N,4952,10659,1176.15,1146.16,10656,4950,88.17,819.69,380.77,1068,591,116,1024,490,120,U,LOS ANGELES AREA,N,N,29.98999023,1,1,WC,0,0,O,8,S,U,2,M,3,2,I,A,0,O,U,U,U,U,Y,Y,436,1045216
2,2,U,AA,N,1486,4137,360.97,320.65,4118,1481,24.67,316.77,113.92,371,138,17,356,127,29,S,SOUTHWEST AREA,Y,N,79.98999023,1,1,WCMB,0,0,O,0,S,B,1,M,6,1,C,A,0,N,U,U,U,U,U,Y,436,1045217
1,1,U,Z5,Y,2133,4415,601.82,541.84,4407,2127,41.68,339.0,163.62,439,229,70,358,182,54,U,NEW YORK CITY AREA,N,N,29.98999023,1,1,WC,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,436,1045218
1,1,U,AA,N,3988,9959,1047.31,987.33,9950,3981,58.08,585.29,234.18,458,154,30,785,341,46,U,SOUTHWEST AREA,Y,N,149.9899902,2,2,WCMB,0,0,O,,M,U,1,M,6,1,C,,0,H,U,U,U,U,U,Y,329,1045219
1,1,U,CA,N,1755,4978,1184.87,1104.89,4950,1737,73.66,330.0,115.8,416,151,98,335,119,86,T,CHICAGO AREA,Y,N,199.9899902,2,2,WCMB,1,1,O,15,S,M,6,M,9,3,,A,0,N,U,U,Y,Y,Y,Y,97,1045220
2,2,U,AA,N,1189,4039,1328.2,1268.22,3900,1176,97.56,300.0,90.46,336,136,98,234,93,93,U,NEW ENGLAND AREA,Y,N,149.9899902,2,1,WCMB,0,0,,,,U,,,,,,,0,J,U,U,U,U,U,N,413,1045221
2,2,U,BA,N,993,2814,612.85,549.62,2795,977,36.64,186.33,65.13,89,28,20,143,43,29,U,HOUSTON AREA,Y,N,199.9899902,2,2,WCMB,0,0,O,1,S,U,2,M,6,,A,A,0,H,U,U,U,U,U,N,465,1045222
1,1,U,ZA,N,628,4998,707.32,647.34,4902,614,49.8,377.08,47.23,409,42,36,371,35,36,S,OHIO AREA,Y,N,29.98999023,1,1,WC,0,0,,,,U,1,M,,,A,,0,N,U,U,U,U,U,N,436,1045223
4,4,N,AA,N,23,59,190.89,150.9,58,22,10.06,3.87,1.47,0,0,10,4,1,10,U,SOUTHWEST AREA,Y,R,9.989997864,1,1,WC,1,1,O,2,S,S,3,M,1,1,,A,0,U,U,Y,U,U,U,Y,498,1045224
3,1,U,DA,N,3667,15637,1238.68,1163.68,15630,3663,89.51,1202.31,281.77,466,137,76,1257,263,85,C,CHICAGO AREA,Y,N,129.9899902,3,2,WCMB,0,0,O,2,S,S,5,M,5,2,,A,0,G,U,U,U,U,U,Y,14,1045225
1,1,N,EA,N,1845,6022,877.05,817.07,6009,1837,62.85,462.23,141.31,251,99,51,380,129,56,,NEW YORK CITY AREA,N,N,29.98999023,3,3,WCMB,0,0,,,,U,,,,,,,0,R,U,U,U,U,U,N,191,1045226
2,2,U,AA,N,1000,2340,228.89,185.58,2307,989,14.28,177.46,76.08,205,99,14,165,78,14,T,CALIFORNIA NORTH AREA,Y,N,79.98999023,1,1,WCMB,0,0,O,14,S,M,2,M,9,2,I,A,0,N,U,U,U,Y,U,Y,436,1045227
2,2,Y,A,N,1444,3335,535.88,451.12,3098,1352,34.7,238.31,104.0,307,133,44,255,110,39,C,CENTRAL/SOUTH TEXAS AREA,Y,N,59.98999023,1,1,WCMB,0,0,O,9,S,A,4,M,8,2,C,A,0,H,U,U,Y,U,U,Y,436,1045228
1,1,Y,AA,N,162,350,453.54,393.56,350,162,30.27,26.92,12.46,16,10,31,21,10,31,S,CALIFORNIA NORTH AREA,Y,N,149.9899902,1,1,WCMB,0,0,O,3,S,S,4,M,9,2,I,A,0,D,U,U,U,U,U,Y,436,1045229
2,2,U,CA,N,1408,6464,1061.4,981.42,6444,1399,57.73,379.06,82.29,327,74,53,349,80,52,,CALIFORNIA NORTH AREA,Y,N,149.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,544,1045230
2,2,U,BA,N,1643,4116,760.19,700.21,4110,1638,46.68,274.0,109.2,296,123,52,335,134,52,U,NEW YORK CITY AREA,Y,R,129.9899902,2,2,WCMB,0,0,,,M,S,1,M,4,,C,,0,H,U,U,U,U,U,Y,66,1045231
1,1,U,AA,N,908,2406,655.87,595.89,2405,907,45.84,185.0,69.77,185,59,39,207,73,48,T,ATLANTIC SOUTH AREA,Y,R,9.989997864,2,2,WC,0,0,O,3,S,S,3,M,2,,I,A,0,N,U,U,U,U,U,Y,356,1045232
1,1,U,AA,N,2344,7602,1648.02,1588.04,7600,2343,105.87,506.67,156.2,1055,335,273,566,182,152,S,OHIO AREA,Y,N,199.9899902,2,2,WCMB,0,0,,,,U,,,,,,,0,G,U,U,U,U,U,N,16,1045233
1,1,N,AA,N,1570,7864,1806.55,1691.56,7864,1570,130.12,604.92,120.77,33,14,86,65,25,86,U,LOS ANGELES AREA,Y,N,199.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,436,1045234
2,2,Y,AA,N,2172,6477,1248.18,1143.19,6472,2169,87.94,497.85,166.85,655,204,79,592,187,78,S,CALIFORNIA NORTH AREA,Y,N,79.98999023,2,2,WCMB,0,0,O,2,S,A,2,M,8,2,I,A,0,N,U,U,U,U,U,Y,435,1045235
1,1,Y,DA,N,2369,3961,914.27,833.9,3939,2351,64.15,303.0,180.85,6,5,51,152,82,52,C,NEW YORK CITY AREA,Y,N,129.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,436,1045236
4,1,U,B,N,3421,8428,966.67,902.45,8150,3252,50.14,452.78,180.67,443,182,36,651,222,60,U,NEW YORK CITY AREA,N,R,79.98999023,2,2,WCMB,1,1,O,15,S,M,3,M,9,3,,A,0,N,U,U,U,Y,Y,Y,95,1045237
2,1,U,AA,N,1045,2430,660.14,607.16,2377,1017,40.48,158.47,67.8,214,100,54,192,86,43,T,DC/MARYLAND/VIRGINIA AREA,Y,R,99.98999023,2,2,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,197,1045238
1,1,U,EA,N,3138,11544,1012.64,932.66,11544,3138,62.18,769.6,209.2,808,239,53,741,212,52,S,DC/MARYLAND/VIRGINIA AREA,N,N,29.98999023,1,1,WC,0,0,O,2,,B,1,M,8,,A,,0,J,U,U,U,U,U,Y,498,1045239
1,1,N,AA,N,4540,8748,882.84,819.61,8748,4540,43.14,460.42,238.95,672,366,40,717,342,51,S,SOUTHWEST AREA,Y,R,99.98999023,3,2,WCMB,0,0,O,1,S,U,2,M,8,3,G,A,0,U,U,U,U,U,Y,Y,313,1045240
1,1,U,ZA,N,4224,9969,933.38,853.4,9969,4224,50.2,586.41,248.47,943,374,35,830,315,58,S,PHILADELPHIA AREA,Y,N,199.9899902,4,3,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,11,1045241
2,2,U,AA,N,3057,5248,408.55,328.57,5224,3037,19.33,307.29,178.65,612,351,20,476,281,15,T,DC/MARYLAND/VIRGINIA AREA,Y,N,149.9899902,1,1,WCMB,1,0,O,3,S,M,4,M,7,2,C,A,0,S,U,U,U,U,U,Y,544,1045242
1,1,U,BA,N,4466,12152,1195.12,1115.14,12152,4466,85.78,934.77,343.54,509,198,85,731,255,70,U,LOS ANGELES AREA,N,N,129.9899902,3,3,WCMB,0,0,O,12,S,U,4,M,6,2,C,A,0,H,U,U,Y,U,U,Y,345,1045243
2,2,Y,AA,N,753,1606,340.42,247.18,1591,748,13.01,83.74,39.37,61,32,13,62,33,13,C,LOS ANGELES AREA,Y,N,149.9899902,1,1,WCMB,0,0,O,8,S,M,3,M,7,2,C,A,0,H,U,U,U,U,U,Y,605,1045244
1,1,U,AA,N,2829,6415,1161.67,1101.69,6328,2791,64.81,372.24,164.18,335,66,48,330,125,51,C,MIDWEST AREA,Y,N,149.9899902,2,1,WCMB,0,0,,,,A,3,M,4,,C,,0,U,U,U,U,U,U,N,418,1045245
2,2,U,BA,N,5394,11279,679.35,620.15,10937,5195,41.34,729.13,346.33,680,342,16,517,265,15,U,NEW YORK CITY AREA,Y,N,199.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,J,U,U,U,U,U,N,498,1045246
1,1,U,AA,N,134,349,383.02,333.04,349,134,19.59,20.53,7.88,30,13,20,33,11,20,S,PHILADELPHIA AREA,N,N,29.98999023,1,1,WC,0,0,O,15,S,M,3,M,8,,I,A,0,N,U,U,U,U,U,Y,544,1045247
3,3,U,AA,N,1090,7716,512.31,469.07,7699,1088,36.08,592.23,83.69,758,87,58,659,92,46,T,NORTH FLORIDA AREA,Y,N,79.98999023,1,1,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,436,1045248
1,1,Y,CA,N,819,1809,477.75,417.77,1809,819,32.14,139.15,63.0,140,65,31,133,61,31,S,NEW YORK CITY AREA,N,N,29.98999023,1,1,WC,0,0,R,0,S,U,3,M,5,,,A,0,U,Y,U,Y,U,U,Y,436,1045249
1,1,U,AA,N,1621,6756,1054.56,974.58,6756,1621,74.97,519.69,124.69,500,128,73,572,142,76,S,SOUTHWEST AREA,Y,N,149.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,S,U,U,U,U,U,N,436,1045250
1,1,U,CA,Y,1582,5008,722.78,662.8,4995,1575,34.88,262.89,82.89,379,151,35,284,106,35,U,NEW YORK CITY AREA,N,N,29.98999023,1,1,WC,0,0,,,,U,,,,,,,0,H,U,U,U,U,U,N,604,1045251
1,1,N,AA,N,2912,9997,1505.68,1445.7,9991,2908,76.09,525.84,153.05,699,174,57,631,157,59,S,DC/MARYLAND/VIRGINIA AREA,Y,N,149.9899902,2,2,WCMB,0,0,,0,S,U,1,M,2,,B,A,0,Z,U,U,U,U,U,Y,246,1045252
1,1,U,AA,N,717,1841,752.0,672.02,1819,707,51.69,139.92,54.38,259,86,53,190,66,52,U,CALIFORNIA NORTH AREA,Y,N,129.9899902,1,1,WCMB,1,1,O,3,M,U,4,M,4,1,,B,0,N,U,U,U,U,U,Y,435,1045253
1,1,U,AA,N,5327,10594,873.05,793.07,10513,5297,52.87,700.87,353.13,759,411,50,860,424,53,C,GREAT LAKES AREA,Y,R,99.98999023,2,2,WCMB,0,0,O,,,S,1,M,4,,C,,0,B,U,U,U,U,U,Y,131,1045254
1,1,U,AA,N,2874,7857,723.55,663.57,7840,2864,34.92,412.63,150.74,426,128,35,514,149,35,U,CALIFORNIA NORTH AREA,Y,N,199.9899902,2,2,WCMB,0,0,O,2,M,U,2,M,7,1,C,L,0,B,U,U,U,U,U,Y,171,1045255
1,1,U,AA,N,2419,4676,1104.52,1044.54,4675,2418,54.98,246.05,127.26,298,139,70,285,142,64,,OHIO AREA,Y,N,29.98999023,1,1,NA,0,0,,,,U,,M,,,,,0,Z,Y,U,Y,U,U,N,604,1045256
1,1,U,AA,N,3553,12995,1780.95,1647.72,12958,3542,126.75,996.77,272.46,915,270,107,859,244,105,C,DC/MARYLAND/VIRGINIA AREA,Y,N,149.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,Z,U,U,U,U,U,N,435,1045257
1,1,Y,AA,N,1724,8032,996.14,936.16,8007,1714,72.01,615.92,131.85,937,194,86,942,189,86,S,PHILADELPHIA AREA,Y,N,29.98999023,3,2,WC,0,0,,,,U,,,,,,,0,S,U,U,U,U,U,N,253,1045258
1,1,U,CA,N,895,4271,827.79,747.81,4271,895,57.52,328.54,68.85,268,49,57,330,65,55,S,CENTRAL/SOUTH TEXAS AREA,Y,N,59.98999023,2,1,WCMB,1,1,O,15,S,M,4,M,7,2,I,A,0,H,U,U,U,Y,U,Y,415,1045259
1,1,U,EA,Y,1283,4049,777.39,717.41,4045,1281,42.2,237.94,75.35,385,118,60,283,81,50,C,PHILADELPHIA AREA,Y,N,149.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,U,U,U,U,U,U,N,543,1045260
1,1,U,EA,N,1082,3132,457.58,397.6,3128,1081,30.58,240.62,83.15,358,84,31,364,107,31,S,DC/MARYLAND/VIRGINIA AREA,N,N,29.98999023,1,1,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,435,1045261
2,2,U,AA,N,814,1850,247.12,207.13,1844,811,15.93,141.85,62.38,41,13,10,39,16,10,C,GREAT LAKES AREA,Y,N,149.9899902,3,1,WCMB,0,0,O,,M,B,1,M,6,2,C,,0,N,U,U,U,U,U,Y,364,1045262
1,1,N,AA,N,877,4577,779.36,699.38,4560,868,53.8,350.77,66.77,399,48,48,377,60,53,,DC/MARYLAND/VIRGINIA AREA,Y,N,149.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,435,1045263
1,1,U,AA,N,42,152,313.18,263.2,151,41,20.25,11.62,3.15,4,3,20,6,3,20,C,MIDWEST AREA,N,N,29.98999023,1,1,WCMB,0,0,O,2,S,M,2,M,4,,C,A,0,Z,U,U,U,U,U,Y,435,1045264
2,2,U,AA,N,1320,3641,742.33,682.35,3630,1316,45.49,242.0,87.73,231,84,45,241,85,43,S,CHICAGO AREA,Y,N,29.98999023,1,1,WC,0,0,O,2,S,M,2,M,7,2,C,A,0,U,Y,U,U,U,U,Y,497,1045265
2,2,U,AA,N,477,905,861.68,781.7,901,476,52.11,60.07,31.73,68,38,52,53,29,52,S,NEW YORK CITY AREA,Y,N,149.9899902,2,1,WCMB,1,1,O,4,S,M,4,M,7,,I,A,0,I,U,U,Y,Y,Y,Y,493,1045266
2,2,Y,A,N,963,2506,229.2,182.22,2395,925,14.02,184.23,71.15,303,93,16,231,79,13,U,GREAT LAKES AREA,Y,N,59.98999023,1,1,WCMB,1,0,O,0,M,B,1,M,7,,C,B,0,G,U,Y,U,U,U,Y,435,1045267
2,1,Y,A,N,1425,2711,543.43,465.46,2567,1339,31.03,171.13,89.27,85,46,31,97,55,31,U,NEW YORK CITY AREA,Y,N,79.98999023,1,1,WCMB,0,0,,,,U,,,,,,,0,U,U,U,U,U,U,N,497,1045268
1,1,U,AA,N,116,286,585.6,522.37,286,116,34.82,19.07,7.73,17,6,36,37,13,36,T,DALLAS AREA,Y,N,149.9899902,1,1,WCMB,1,0,O,6,S,M,3,M,5,,I,A,0,H,U,U,U,U,Y,N,497,1045269
2,2,U,BA,N,2774,6389,960.09,890.31,6193,2676,52.37,364.29,157.41,502,255,89,378,178,60,U,CHICAGO AREA,Y,N,149.9899902,1,1,WCMB,0,0,O,15,S,S,4,M,3,1,,A,0,H,U,U,U,U,U,Y,543,1045270
1,1,N,CA,N,3242,15963,2006.24,1933.01,15963,3242,101.74,840.16,170.63,658,122,55,826,155,74,T,DC/MARYLAND/VIRGINIA AREA,Y,N,199.9899902,2,1,WCMB,0,0,O,3,S,U,4,M,5,1,C,A,0,G,U,U,U,U,U,Y,557,1045271
1,1,U,AA,N,2788,8539,1283.43,1223.45,8530,2783,71.97,501.76,163.71,739,206,89,671,193,88,U,LOS ANGELES AREA,Y,N,199.9899902,2,2,WCMB,0,0,,,,B,1,M,6,,C,,0,I,U,U,U,U,U,N,60,1045272
3,3,Y,AA,N,660,2344,645.76,585.78,2335,658,34.46,137.35,38.71,5,1,20,78,25,28,S,NEW YORK CITY AREA,Y,R,9.989997864,1,1,WC,0,0,O,4,,S,4,M,3,2,,,0,N,U,U,U,Y,U,Y,543,1045273
2,1,N,B,N,2751,11431,1191.02,1121.03,11315,2714,65.94,665.59,159.65,775,170,35,663,143,35,S,OHIO AREA,N,R,9.989997864,2,2,WC,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,504,1045274
1,1,U,CA,Y,7711,31631,2290.67,2205.67,31590,7697,169.67,2430.0,592.08,2646,732,104,2673,685,109,,SOUTHWEST AREA,Y,N,129.9899902,2,2,WCMB,0,0,O,7,,U,1,M,5,1,C,,0,N,U,U,U,U,U,Y,163,1045275
1,1,N,CA,N,2475,9653,671.91,591.93,9645,2473,45.53,741.92,190.23,960,193,38,1119,227,44,U,NEW YORK CITY AREA,Y,N,129.9899902,1,1,WCMB,0,0,,,,U,,,,,,,0,O,U,U,U,U,U,N,435,1045276
1,1,U,AA,N,4488,15500,1765.1,1678.87,15448,4474,88.36,813.05,235.47,637,202,66,746,241,72,U,OHIO AREA,Y,N,29.98999023,1,1,WC,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,604,1045277
1,1,Y,AA,N,5667,11379,953.18,893.2,11357,5655,52.54,668.06,332.65,662,335,44,744,366,66,U,NEW YORK CITY AREA,Y,R,129.9899902,2,2,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,344,1045278
1,1,Y,AA,N,1118,2594,885.42,770.43,2591,1116,77.04,259.1,111.6,102,48,46,212,90,68,,OHIO AREA,Y,N,149.9899902,2,1,WCMB,0,0,O,1,S,M,2,M,8,2,A,A,0,S,Y,U,U,U,U,Y,47,1045279
4,4,U,AA,N,1746,4379,329.93,289.94,4363,1736,22.3,335.62,133.54,260,131,25,344,156,27,S,CHICAGO AREA,T,N,99.98999023,2,2,WCMB,0,0,O,15,S,S,6,M,6,,I,A,0,D,U,U,U,U,U,Y,225,1045280
1,1,U,CA,N,10430,21442,3134.9,3025.49,21371,10403,159.24,1124.79,547.53,1435,760,224,1202,595,166,R,DC/MARYLAND/VIRGINIA AREA,Y,N,199.9899902,5,4,WCMB,0,0,O,5,,U,1,M,1,,,,0,Z,U,U,U,U,U,N,127,1045281
2,2,U,A,N,119,267,232.22,182.88,263,117,10.16,14.61,6.5,6,3,10,4,2,10,C,SOUTHWEST AREA,N,R,9.989997864,1,1,WC,0,0,O,2,S,S,1,M,6,,C,A,1,N,U,U,U,U,U,Y,604,1045282
2,1,U,A,N,2035,4788,991.99,911.97,4766,2027,60.8,317.73,135.13,275,127,54,289,128,56,U,CALIFORNIA NORTH AREA,Y,N,29.98999023,1,1,NA,0,0,O,2,,S,2,M,3,1,G,,0,U,U,U,U,U,U,Y,543,1045283
2,2,U,AA,N,860,2660,319.81,249.83,2643,850,13.15,139.11,44.74,100,24,10,166,41,15,U,LOS ANGELES AREA,Y,R,9.989997864,1,1,WC,0,0,O,6,S,S,2,M,4,1,C,A,1,N,U,U,U,U,U,Y,604,1045284
1,1,U,AA,N,661,1441,850.7,765.73,1441,661,47.86,90.06,41.31,135,61,87,131,60,58,R,MIDWEST AREA,N,R,9.989997864,2,1,NA,0,0,O,2,S,B,1,M,1,1,C,A,0,U,Y,U,U,U,U,Y,96,1045285
1,1,U,BA,N,2601,8222,1122.64,1062.66,8202,2589,55.93,431.68,136.26,554,159,70,516,168,62,S,DALLAS AREA,Y,R,99.98999023,3,3,WCMB,0,0,O,8,S,M,4,M,6,,I,A,0,N,U,U,Y,Y,U,Y,188,1045286
1,1,Y,BA,N,572,1507,757.65,697.67,1498,568,36.72,78.84,29.89,45,12,38,60,18,44,S,CHICAGO AREA,Y,N,149.9899902,1,1,WCMB,0,0,O,8,S,U,2,M,6,2,C,A,0,N,U,U,U,U,U,Y,604,1045287
1,1,U,AA,N,3223,10448,1158.18,1074.95,10447,3222,63.23,614.53,189.53,627,195,54,592,195,58,S,NEW ENGLAND AREA,Y,R,129.9899902,2,2,WCMB,0,0,O,1,S,S,6,M,1,1,,A,1,N,U,U,U,U,U,Y,254,1045288
1,1,U,DA,N,2736,5614,804.06,744.08,5609,2734,49.61,373.93,182.27,595,260,42,481,221,47,C,CHICAGO AREA,Y,N,59.98999023,2,2,WCMB,0,0,,11,S,U,2,M,6,,,A,0,U,U,U,U,U,U,N,145,1045289
1,1,U,AA,N,999,2356,948.08,868.1,2349,993,51.06,138.18,58.41,128,44,50,130,52,51,U,CHICAGO AREA,Y,N,149.9899902,1,1,WCMB,0,0,,1,M,M,1,M,3,,C,,0,G,U,U,U,U,U,N,543,1045290
2,2,U,AA,N,1293,2513,175.43,135.44,2477,1274,10.42,190.54,98.0,229,112,10,193,92,10,T,OHIO AREA,N,N,29.98999023,1,1,WC,0,0,O,1,M,S,2,M,5,1,C,,0,G,U,U,U,U,U,Y,435,1045291
2,2,U,AA,N,1826,3827,456.61,416.62,3809,1815,21.93,200.47,95.53,220,112,20,217,110,19,C,CALIFORNIA NORTH AREA,Y,N,149.9899902,1,1,WCMB,0,0,O,5,S,M,4,M,9,,,A,0,N,U,U,U,Y,U,Y,604,1045292
1,1,U,CA,N,797,2484,721.87,661.89,2477,794,44.13,165.13,52.93,112,59,33,103,48,33,C,NEW YORK CITY AREA,Y,N,129.9899902,2,2,WCMB,0,0,,,,U,,,,,,,0,N,U,U,U,U,U,N,226,1045293
1,1,U,EA,N,4237,9335,1211.24,1131.26,9326,4231,59.54,490.84,222.68,307,153,54,308,126,53,,CHICAGO AREA,Y,N,149.9899902,2,2,WCMB,0,0,O,1,S,S,1,M,7,,C,A,0,N,U,U,U,U,U,N,361,1045294
2,2,U,AA,N,2112,9807,411.36,331.38,9804,2110,19.49,576.71,124.12,580,110,11,543,115,11,U,HOUSTON AREA,N,N,29.98999023,1,1,WC,0,0,O,,M,U,3,M,6,,C,,0,N,U,U,U,U,U,Y,543,1045295
1,1,U,DA,N,2494,8440,915.11,835.13,8431,2491,64.24,648.54,191.62,934,237,97,622,178,68,T,NEW ENGLAND AREA,Y,N,79.98999023,1,1,WCMB,0,0,O,6,S,M,3,M,9,1,,A,0,N,U,U,U,U,U,Y,435,1045296
